Gene stable ID,Gene name,Zebrafish gene stable ID,Zebrafish gene name,Zebrafish homology type,"Zebrafish orthology confidence [0 low, 1 high]",Zebrafish Gene-order conservation score
ENSG00000263338,,,,,,
ENSG00000262304,,,,,,
ENSG00000040531,CTNS,ENSDARG00000008890,ctns,ortholog_one2one,1,0
ENSG00000206506,HLA-G,,,,,
ENSG00000287089,,,,,,
ENSG00000271362,ANKRD36P2,,,,,
ENSG00000276824,MIR7159,,,,,
ENSG00000221697,MIR1275,,,,,
ENSG00000224582,LINC01015,,,,,
ENSG00000075415,SLC25A3,ENSDARG00000027424,slc25a3a,ortholog_one2many,1,25
ENSG00000075415,SLC25A3,ENSDARG00000025566,slc25a3b,ortholog_one2many,1,0
ENSG00000220694,RPL17P23,,,,,
ENSG00000189367,KIAA0408,,,,,
ENSG00000251957,RNU6-1095P,,,,,
ENSG00000181192,DHTKD1,ENSDARG00000016415,dhtkd1,ortholog_one2one,1,0
ENSG00000289791,,,,,,
ENSG00000255330,,,,,,
ENSG00000234786,HLA-W,,,,,
ENSG00000232541,COL11A2,,,,,
ENSG00000184530,C6orf58,ENSDARG00000090722,C20H6orf58,ortholog_one2many,1,50
ENSG00000184530,C6orf58,ENSDARG00000095751,C20H6orf58,ortholog_one2many,1,50
ENSG00000233872,TOR1BP1,,,,,
ENSG00000108442,TVP23BP2,,,,,
ENSG00000231490,RPL7L1P2,,,,,
ENSG00000227233,CICP17,,,,,
ENSG00000274235,,,,,,
ENSG00000228897,,,,,,
ENSG00000227080,,,,,,
ENSG00000277866,,,,,,
ENSG00000282301,CYP3A7-CYP3A51P,,,,,
ENSG00000124493,GRM4,ENSDARG00000040156,grm4,ortholog_one2one,1,0
ENSG00000197043,ANXA6,ENSDARG00000013335,anxa6,ortholog_one2one,1,50
ENSG00000261916,,,,,,
ENSG00000103342,GSPT1,ENSDARG00000031048,gspt1,ortholog_one2many,0,25
ENSG00000103342,GSPT1,ENSDARG00000098627,gspt1l,ortholog_one2many,1,0
ENSG00000197417,SHPK,ENSDARG00000002355,shpk,ortholog_one2one,1,0
ENSG00000272507,RNU6-88P,,,,,
ENSG00000204843,DCTN1,ENSDARG00000056753,dctn1b,ortholog_one2many,1,0
ENSG00000204843,DCTN1,ENSDARG00000019743,dctn1a,ortholog_one2many,1,0
ENSG00000065665,SEC61A2,,,,,
ENSG00000198912,C1orf174,ENSDARG00000069009,si:ch211-147a11.3,ortholog_one2one,0,25
ENSG00000262248,,,,,,
ENSG00000291313,,,,,,
ENSG00000223753,,,,,,
ENSG00000302652,,,,,,
ENSG00000186648,CARMIL3,ENSDARG00000086990,carmil3,ortholog_one2one,0,0
ENSG00000262903,CTNS-AS1,,,,,
ENSG00000213977,TAX1BP3,ENSDARG00000059177,tax1bp3,ortholog_one2one,1,0
ENSG00000231725,VN1R110P,,,,,
ENSG00000297322,,,,,,
ENSG00000257950,P2RX5-TAX1BP3,,,,,
ENSG00000243048,FTHL18P,,,,,
ENSG00000300194,FTHL18P,,,,,
ENSG00000214992,AKAP17BP,,,,,
ENSG00000298573,,,,,,
ENSG00000240898,RPL21P125,,,,,
ENSG00000230376,MEMO1P4,,,,,
ENSG00000306843,,,,,,
ENSG00000260460,,,,,,
ENSG00000282850,RHOXF1P2,,,,,
ENSG00000291200,,,,,,
ENSG00000127774,EMC6,ENSDARG00000035282,emc6,ortholog_one2one,1,25
ENSG00000183856,IQGAP3,ENSDARG00000098650,iqgap3,ortholog_one2one,1,0
ENSG00000083454,P2RX5,ENSDARG00000004455,p2rx5,ortholog_one2many,0,25
ENSG00000083454,P2RX5,ENSDARG00000024139,p2rx8,ortholog_one2many,0,0
ENSG00000237757,EEF1A1P30,,,,,
ENSG00000307893,,,,,,
ENSG00000268734,,,,,,
ENSG00000288558,DUS4L-BCAP29,,,,,
ENSG00000283178,,,,,,
ENSG00000186818,LILRB4,,,,,
ENSG00000309173,,,,,,
ENSG00000206284,WDR46,,,,,
ENSG00000075790,BCAP29,ENSDARG00000016231,bcap29,ortholog_one2one,1,50
ENSG00000118096,IFT46,ENSDARG00000011240,ift46,ortholog_one2one,1,0
ENSG00000236428,PPP1R18,,,,,
ENSG00000235946,H2BW3P,,,,,
ENSG00000294789,,,,,,
ENSG00000174028,FAM3C2P,,,,,
ENSG00000295221,,,,,,
ENSG00000238190,HMGB1P15,,,,,
ENSG00000295312,,,,,,
ENSG00000238049,,,,,,
ENSG00000301123,,,,,,
ENSG00000157600,TMEM164,ENSDARG00000113609,TMEM164,ortholog_one2one,1,25
ENSG00000235658,ATAT1,,,,,
ENSG00000235956,PRRT1,,,,,
ENSG00000289536,,,,,,
ENSG00000229009,TMPRSS11GP,,,,,
ENSG00000211923,IGHD3-10,,,,,
ENSG00000211924,IGHD3-9,,,,,
ENSG00000290844,ADAM6,,,,,
ENSG00000165617,DACT1,ENSDARG00000101635,dact1,ortholog_one2one,1,50
ENSG00000207428,RNU6-95P,,,,,
ENSG00000227725,POLR2MP1,,,,,
ENSG00000283131,MTND2P41,,,,,
ENSG00000233535,,,,,,
ENSG00000198092,TMPRSS11F,ENSDARG00000079393,tmprss15,ortholog_many2many,0,0
ENSG00000198092,TMPRSS11F,ENSDARG00000061173,st14a,ortholog_many2many,0,0
ENSG00000198092,TMPRSS11F,ENSDARG00000044655,st14b,ortholog_many2many,0,0
ENSG00000198092,TMPRSS11F,ENSDARG00000062758,,ortholog_many2many,0,0
ENSG00000046647,GEMIN8,ENSDARG00000053496,gemin8,ortholog_one2one,1,0
ENSG00000229929,TRIM39,,,,,
ENSG00000250026,TMPRSS11BNL,,,,,
ENSG00000130962,PRRG1,ENSDARG00000043283,prrg1,ortholog_one2one,0,0
ENSG00000185873,TMPRSS11B,ENSDARG00000079393,tmprss15,ortholog_many2many,0,0
ENSG00000185873,TMPRSS11B,ENSDARG00000061173,st14a,ortholog_many2many,0,0
ENSG00000185873,TMPRSS11B,ENSDARG00000044655,st14b,ortholog_many2many,0,0
ENSG00000185873,TMPRSS11B,ENSDARG00000062758,,ortholog_many2many,0,0
ENSG00000197406,DIO3,,,,,
ENSG00000240424,,,,,,
ENSG00000111269,CREBL2,ENSDARG00000104049,crebl2,ortholog_one2one,1,25
ENSG00000206458,PSORS1C1,,,,,
ENSG00000100749,VRK1,ENSDARG00000018006,vrk1,ortholog_one2one,1,75
ENSG00000250642,,,,,,
ENSG00000271215,RPL21P136,,,,,
ENSG00000275963,,,,,,
ENSG00000183150,GPR19,ENSDARG00000102226,gpr19,ortholog_one2one,1,50
ENSG00000248639,,,,,,
ENSG00000249531,,,,,,
ENSG00000248122,APOOP4,,,,,
ENSG00000083896,YTHDC1,ENSDARG00000051953,ythdc1,ortholog_one2one,1,0
ENSG00000230193,MYL12BP3,,,,,
ENSG00000225023,HCG4P8,,,,,
ENSG00000206310,TSBP1,,,,,
ENSG00000178878,APOLD1,ENSDARG00000007425,apol1,ortholog_one2many,0,0
ENSG00000178878,APOLD1,ENSDARG00000068030,apold1b,ortholog_one2many,0,0
ENSG00000178878,APOLD1,ENSDARG00000089961,si:cabz01007807.1,ortholog_one2many,0,0
ENSG00000178878,APOLD1,ENSDARG00000023185,apold1a,ortholog_one2many,0,0
ENSG00000241607,FTH1P28,,,,,
ENSG00000296003,,,,,,
ENSG00000219186,FTH1P19,,,,,
ENSG00000234355,FTH1P27,,,,,
ENSG00000174678,FAM47DP,,,,,
ENSG00000147036,LANCL3,,,,,
ENSG00000261560,,,,,,
ENSG00000260318,COX6CP1,,,,,
ENSG00000261216,,,,,,
ENSG00000277458,,,,,,
ENSG00000048462,TNFRSF17,,,,,
ENSG00000207983,MIR613,,,,,
ENSG00000270296,STX8P1,,,,,
ENSG00000213782,DDX47,ENSDARG00000102353,ddx47,ortholog_one2one,1,0
ENSG00000163382,NAXE,ENSDARG00000058806,naxe,ortholog_one2one,1,0
ENSG00000223060,Y_RNA,,,,,
ENSG00000179709,NLRP8,,,,,
ENSG00000299600,,,,,,
ENSG00000299613,,,,,,
ENSG00000285944,H2AL1MP,,,,,
ENSG00000260224,UBL5P4,,,,,
ENSG00000226310,,,,,,
ENSG00000260488,,,,,,
ENSG00000265653,MIR548AK,,,,,
ENSG00000241641,RPS23P6,,,,,
ENSG00000165609,NUDT5,ENSDARG00000078073,nudt5,ortholog_one2one,1,50
ENSG00000175604,,,,,,
ENSG00000261293,,,,,,
ENSG00000158486,DNAH3,ENSDARG00000068468,dnah3,ortholog_one2one,1,50
ENSG00000231765,PPP1R11P2,,,,,
ENSG00000165591,FAAH2,ENSDARG00000054786,faah2b,ortholog_one2many,1,0
ENSG00000165591,FAAH2,ENSDARG00000008457,faah2a,ortholog_one2many,1,0
ENSG00000171487,NLRP5,,,,,
ENSG00000224744,PSORS1C3,,,,,
ENSG00000204197,KIFC1,,,,,
ENSG00000238832,,,,,,
ENSG00000178503,NECAP1P1,,,,,
ENSG00000197213,ZSCAN5B,ENSDARG00000078256,ovol1b,ortholog_many2many,0,0
ENSG00000197213,ZSCAN5B,ENSDARG00000076472,ovol1a,ortholog_many2many,0,0
ENSG00000197213,ZSCAN5B,ENSDARG00000036855,plagx,ortholog_many2many,0,0
ENSG00000197213,ZSCAN5B,ENSDARG00000076657,plagl2,ortholog_many2many,0,0
ENSG00000187037,GPR141,ENSDARG00000077026,gpr141,ortholog_one2one,1,0
ENSG00000185347,TEDC1,,,,,
ENSG00000231831,MTHFD1P1,,,,,
ENSG00000198455,ZXDB,ENSDARG00000071496,zic6,ortholog_many2many,0,0
ENSG00000198455,ZXDB,ENSDARG00000052351,si:dkey-156n14.3,ortholog_many2many,0,0
ENSG00000306463,,,,,,
ENSG00000215174,NLRP2B,,,,,
ENSG00000206435,HLA-C,,,,,
ENSG00000180182,MED14,ENSDARG00000009953,med14,ortholog_one2one,1,0
ENSG00000213822,CEACAM18,ENSDARG00000095772,si:dkey-11o1.2,ortholog_one2many,0,0
ENSG00000290149,,,,,,
ENSG00000269553,,,,,,
ENSG00000086289,EPDR1,ENSDARG00000103498,epd,ortholog_one2many,0,0
ENSG00000086289,EPDR1,ENSDARG00000045420,epdr1,ortholog_one2many,1,50
ENSG00000086289,EPDR1,ENSDARG00000076386,epdl1,ortholog_one2many,0,0
ENSG00000086289,EPDR1,ENSDARG00000055539,epdl2,ortholog_one2many,0,0
ENSG00000284034,MIR5196,,,,,
ENSG00000126266,FFAR1,ENSDARG00000087828,si:dkey-211g8.9,ortholog_one2one,0,25
ENSG00000276980,,,,,,
ENSG00000125730,C3,ENSDARG00000052207,c3a.3,ortholog_one2many,0,0
ENSG00000125730,C3,ENSDARG00000093198,c3a.4,ortholog_one2many,0,25
ENSG00000125730,C3,ENSDARG00000043719,c3a.6,ortholog_one2many,0,25
ENSG00000125730,C3,ENSDARG00000093068,c3b.1,ortholog_one2many,0,0
ENSG00000125730,C3,ENSDARG00000087359,c3a.2,ortholog_one2many,0,0
ENSG00000125730,C3,ENSDARG00000001818,c3b.2,ortholog_one2many,0,0
ENSG00000125730,C3,ENSDARG00000053462,c3a.5,ortholog_one2many,0,25
ENSG00000125730,C3,ENSDARG00000012694,c3a.1,ortholog_one2many,0,25
ENSG00000206305,HLA-DQA1,,,,,
ENSG00000283444,GPR141BP,,,,,
ENSG00000225314,CDCA3P1,,,,,
ENSG00000086288,NME8,,,,,
ENSG00000162840,MT2P1,,,,,
ENSG00000289942,,,,,,
ENSG00000243431,RPL5P30,,,,,
ENSG00000087128,TMPRSS11E,ENSDARG00000079393,tmprss15,ortholog_many2many,0,0
ENSG00000087128,TMPRSS11E,ENSDARG00000061173,st14a,ortholog_many2many,0,0
ENSG00000087128,TMPRSS11E,ENSDARG00000044655,st14b,ortholog_many2many,0,0
ENSG00000207185,RNU6-1157P,,,,,
ENSG00000255176,,,,,,
ENSG00000284246,MIR6716,,,,,
ENSG00000197658,SLC22A24,ENSDARG00000055445,slc22a15,ortholog_many2many,0,0
ENSG00000197658,SLC22A24,ENSDARG00000005335,slc22a4,ortholog_many2many,0,0
ENSG00000197658,SLC22A24,ENSDARG00000019713,oatx,ortholog_many2many,0,0
ENSG00000197658,SLC22A24,ENSDARG00000071049,si:dkey-119m7.4,ortholog_many2many,0,0
ENSG00000197658,SLC22A24,ENSDARG00000096654,si:dkey-119m7.8,ortholog_many2many,0,0
ENSG00000197658,SLC22A24,ENSDARG00000054690,si:dkey-166k12.1,ortholog_many2many,0,0
ENSG00000197658,SLC22A24,ENSDARG00000094112,slc22a21,ortholog_many2many,0,0
ENSG00000197658,SLC22A24,ENSDARG00000101021,slc22a5,ortholog_many2many,0,0
ENSG00000173295,FAM86B3P,,,,,
ENSG00000132702,HAPLN2,ENSDARG00000003903,hapln2,ortholog_one2one,1,0
ENSG00000151465,CDC123,ENSDARG00000075025,cdc123,ortholog_one2one,1,50
ENSG00000275591,XKR5,ENSDARG00000097530,xkr5b,ortholog_one2many,0,0
ENSG00000275591,XKR5,ENSDARG00000103017,xkr5a,ortholog_one2many,0,0
ENSG00000271231,KRT18P9,,,,,
ENSG00000276404,MIR6835,,,,,
ENSG00000186577,SMIM29,ENSDARG00000090634,smim29,ortholog_one2one,1,25
ENSG00000198851,CD3E,,,,,
ENSG00000265795,U6,,,,,
ENSG00000264866,Metazoa_SRP,,,,,
ENSG00000266132,SNORD32B,,,,,
ENSG00000265602,,,,,,
ENSG00000265955,Y_RNA,,,,,
ENSG00000264688,Metazoa_SRP,,,,,
ENSG00000278714,,,,,,
ENSG00000264415,7SK,,,,,
ENSG00000174358,SLC6A19,ENSDARG00000056719,slc6a19b,ortholog_one2many,1,0
ENSG00000174358,SLC6A19,ENSDARG00000091560,slc6a19a.2,ortholog_one2many,1,50
ENSG00000174358,SLC6A19,ENSDARG00000018621,slc6a19a.1,ortholog_one2many,1,50
ENSG00000264602,Y_RNA,,,,,
ENSG00000265105,Y_RNA,,,,,
ENSG00000278511,,,,,,
ENSG00000278397,,,,,,
ENSG00000275133,,,,,,
ENSG00000265896,Y_RNA,,,,,
ENSG00000266886,U6,,,,,
ENSG00000242329,,,,,,
ENSG00000264556,U6,,,,,
ENSG00000265920,U6,,,,,
ENSG00000231313,CLIC1P1,,,,,
ENSG00000265732,SNORD48,,,,,
ENSG00000164825,DEFB1,,,,,
ENSG00000265156,SNORD52,,,,,
ENSG00000266035,5S_rRNA,,,,,
ENSG00000244585,RPL12P33,,,,,
ENSG00000264153,SNORA38,,,,,
ENSG00000266295,SNORD117,,,,,
ENSG00000266646,SNORD84,,,,,
ENSG00000174437,ATP2A2,ENSDARG00000005122,atp2a2b,ortholog_one2one,1,0
ENSG00000265852,Y_RNA,,,,,
ENSG00000266375,U6,,,,,
ENSG00000265278,Y_RNA,,,,,
ENSG00000265071,Y_RNA,,,,,
ENSG00000243336,HLA-J,,,,,
ENSG00000250752,RPL23AP96,,,,,
ENSG00000164822,DEFA6,,,,,
ENSG00000272068,BCAN-AS1,,,,,
ENSG00000151726,ACSL1,ENSDARG00000003854,acsl1b,ortholog_one2many,0,0
ENSG00000151726,ACSL1,ENSDARG00000030514,acsl1a,ortholog_one2many,1,50
ENSG00000290325,,,,,,
ENSG00000132692,BCAN,ENSDARG00000099412,bcan,ortholog_one2one,0,0
ENSG00000164821,DEFA4,,,,,
ENSG00000163515,RETNLB,,,,,
ENSG00000227974,,,,,,
ENSG00000290334,HCG22,,,,,
ENSG00000144671,SLC22A14,ENSDARG00000005335,slc22a4,ortholog_many2many,0,0
ENSG00000144671,SLC22A14,ENSDARG00000019713,oatx,ortholog_many2many,0,0
ENSG00000144671,SLC22A14,ENSDARG00000071049,si:dkey-119m7.4,ortholog_many2many,0,0
ENSG00000144671,SLC22A14,ENSDARG00000096654,si:dkey-119m7.8,ortholog_many2many,0,0
ENSG00000144671,SLC22A14,ENSDARG00000054690,si:dkey-166k12.1,ortholog_many2many,0,0
ENSG00000233238,DEFA9P,,,,,
ENSG00000234834,HLA-DPB2,,,,,
ENSG00000233531,DEFA10P,,,,,
ENSG00000290345,,,,,,
ENSG00000206047,DEFA1,,,,,
ENSG00000206034,DEFB109B,,,,,
ENSG00000206444,HLA-V,,,,,
ENSG00000215371,DEFB108C,,,,,
ENSG00000164363,SLC6A18,ENSDARG00000068387,slc6a18,ortholog_one2one,1,25
ENSG00000186599,DEFB105B,,,,,
ENSG00000290361,HLA-V,,,,,
ENSG00000275342,PRAG1,,,,,
ENSG00000244721,HLA-L,,,,,
ENSG00000106991,ENG,ENSDARG00000107130,,ortholog_one2one,0,25
ENSG00000290364,HLA-L,,,,,
ENSG00000135365,PHF21A,ENSDARG00000021378,phf21ab,ortholog_one2many,1,50
ENSG00000135365,PHF21A,ENSDARG00000006878,phf21aa,ortholog_one2many,1,50
ENSG00000226914,PPP1R2P1,,,,,
ENSG00000276137,MIR6133,,,,,
ENSG00000235429,,,,,,
ENSG00000292990,,,,,,
ENSG00000235967,COX5BP3,,,,,
ENSG00000266884,U1,,,,,
ENSG00000226205,RPS3AP27,,,,,
ENSG00000196101,HLA-DRB3,,,,,
ENSG00000085514,PILRA,,,,,
ENSG00000253505,LINC02949,,,,,
ENSG00000164362,TERT,ENSDARG00000042637,tert,ortholog_one2one,1,50
ENSG00000253343,,,,,,
ENSG00000263616,RN7SL178P,,,,,
ENSG00000253958,CLDN23,ENSDARG00000103703,cldn23.2,ortholog_one2many,1,0
ENSG00000253958,CLDN23,ENSDARG00000028096,cldn23.1,ortholog_one2many,0,0
ENSG00000147324,MFHAS1,ENSDARG00000079104,mfhas1,ortholog_one2one,1,25
ENSG00000220583,RPL35P2,,,,,
ENSG00000272325,NUDT3,ENSDARG00000016256,nudt3a,ortholog_one2many,0,0
ENSG00000272325,NUDT3,ENSDARG00000042123,nudt3b,ortholog_one2many,1,0
ENSG00000200713,RNU6-682P,,,,,
ENSG00000270966,,,,,,
ENSG00000234636,MED14OS,,,,,
ENSG00000207244,SNORA70,,,,,
ENSG00000104626,ERI1,ENSDARG00000044692,eri1,ortholog_one2one,1,0
ENSG00000249115,HAUS5,,,,,
ENSG00000137309,HMGA1,ENSDARG00000078781,si:ch211-161c3.6,ortholog_one2one,0,0
ENSG00000270791,DPRXP6,,,,,
ENSG00000214031,CLDN7P1,,,,,
ENSG00000300328,,,,,,
ENSG00000237661,TNIP2P1,,,,,
ENSG00000300293,,,,,,
ENSG00000300310,,,,,,
ENSG00000264036,RN7SL198P,,,,,
ENSG00000302990,,,,,,
ENSG00000252438,,,,,,
ENSG00000170044,ZPLD1,ENSDARG00000061835,zpld1a,ortholog_one2many,1,50
ENSG00000170044,ZPLD1,ENSDARG00000063372,zpld1b,ortholog_one2many,1,25
ENSG00000307885,,,,,,
ENSG00000148484,RSU1,ENSDARG00000102885,rsu1,ortholog_one2one,1,50
ENSG00000300154,,,,,,
ENSG00000310562,,ENSDARG00000039203,mffb,ortholog_many2many,0,0
ENSG00000310562,,ENSDARG00000053753,mffa,ortholog_many2many,0,0
ENSG00000270069,MIR222HG,,,,,
ENSG00000240111,,,,,,
ENSG00000234164,HLA-DRB9,,,,,
ENSG00000235025,TRIM10,,,,,
ENSG00000083457,ITGAE,ENSDARG00000098012,itgae.1,ortholog_one2many,0,0
ENSG00000083457,ITGAE,ENSDARG00000057787,itgae.2,ortholog_one2many,0,0
ENSG00000264389,U1,,,,,
ENSG00000227442,HLA-DRB2,,,,,
ENSG00000266689,U1,,,,,
ENSG00000206306,HLA-DRB1,,,,,
ENSG00000207870,MIR221,ENSDARG00000091272,dre-mir-221,ortholog_one2one,1,
ENSG00000207725,MIR222,ENSDARG00000090347,dre-mir-222a,ortholog_one2one,1,
ENSG00000269902,,,,,,
ENSG00000263407,MIR4660,,,,,
ENSG00000239078,RNU7-55P,,,,,
ENSG00000301662,,,,,,
ENSG00000197334,Metazoa_SRP,,,,,
ENSG00000173281,PPP1R3B,ENSDARG00000044691,ppp1r3b,ortholog_one2one,1,50
ENSG00000301702,,,,,,
ENSG00000301642,,,,,,
ENSG00000301687,,,,,,
ENSG00000212347,,ENSDARG00000116829,snord80.2,ortholog_many2many,0,
ENSG00000212347,,ENSDARG00000112580,snord80.1,ortholog_many2many,0,
ENSG00000215286,SRSF6P1,,,,,
ENSG00000234613,,,,,,
ENSG00000229693,SKP2P1,,,,,
ENSG00000147202,DIAPH2,ENSDARG00000076060,diaph2,ortholog_one2one,1,50
ENSG00000254091,,,,,,
ENSG00000102996,MMP15,ENSDARG00000051962,mmp15a,ortholog_one2many,1,0
ENSG00000102996,MMP15,ENSDARG00000013072,mmp15b,ortholog_one2many,1,0
ENSG00000207415,RNU6-1151P,,,,,
ENSG00000201815,RNU6-526P,,,,,
ENSG00000106246,PTCD1,ENSDARG00000076176,ptcd1,ortholog_one2one,1,0
ENSG00000249050,,,,,,
ENSG00000173273,TNKS,ENSDARG00000062897,tnksb,ortholog_one2many,1,0
ENSG00000173273,TNKS,ENSDARG00000077650,tnksa,ortholog_one2many,1,0
ENSG00000201464,Y_RNA,,,,,
ENSG00000217786,,,,,,
ENSG00000214338,MTCL3,ENSDARG00000063311,mtcl3a,ortholog_one2many,1,0
ENSG00000214338,MTCL3,ENSDARG00000075455,mtcl3b,ortholog_one2many,1,25
ENSG00000132688,NES,,,,,
ENSG00000225526,MKRN2OS,ENSDARG00000100728,mkrn2os.2,ortholog_one2one,1,100
ENSG00000237588,,,,,,
ENSG00000143320,CRABP2,ENSDARG00000030449,crabp2b,ortholog_one2many,1,0
ENSG00000143320,CRABP2,ENSDARG00000073978,crabp2a,ortholog_one2many,1,0
ENSG00000231591,PSMB8-AS1,,,,,
ENSG00000171148,TADA3,ENSDARG00000058220,tada3l,ortholog_one2one,1,0
ENSG00000146216,TTBK1,,,,,
ENSG00000207173,Y_RNA,,,,,
ENSG00000261151,TIPINP2,,,,,
ENSG00000248919,ATP5MF-PTCD1,,,,,
ENSG00000103005,USB1,ENSDARG00000003841,usb1,ortholog_one2one,1,0
ENSG00000225213,,,,,,
ENSG00000249415,OR2U2P,,,,,
ENSG00000224801,HCG4P8,,,,,
ENSG00000228377,MAS1L,,,,,
ENSG00000275001,,,,,,
ENSG00000107562,CXCL12,ENSDARG00000037116,cxcl12a,ortholog_one2many,1,50
ENSG00000107562,CXCL12,ENSDARG00000055100,cxcl12b,ortholog_one2many,0,0
ENSG00000231372,MICB,,,,,
ENSG00000143303,METTL25B,ENSDARG00000089033,mettl25b,ortholog_one2one,1,0
ENSG00000207426,Y_RNA,,,,,
ENSG00000204086,RPA4,,,,,
ENSG00000214628,NDUFB5P2,,,,,
ENSG00000277900,Metazoa_SRP,,,,,
ENSG00000265260,RN7SL74P,,,,,
ENSG00000276956,RN7SL769P,,,,,
ENSG00000236256,DIAPH2-AS1,,,,,
ENSG00000170473,PYM1,ENSDARG00000046024,pym1,ortholog_one2one,1,0
ENSG00000126254,RBM42,,,,,
ENSG00000220347,H3P28,,,,,
ENSG00000271265,,,,,,
ENSG00000271551,,,,,,
ENSG00000164818,DNAAF5,ENSDARG00000104886,,ortholog_one2one,0,0
ENSG00000271899,MIR4466,,,,,
ENSG00000270487,,,,,,
ENSG00000229807,XIST,,,,,
ENSG00000218596,,,,,,
ENSG00000288910,,,,,,
ENSG00000233044,,,,,,
ENSG00000233138,,,,,,
ENSG00000010818,HIVEP2,ENSDARG00000039987,hivep2a,ortholog_one2one,1,100
ENSG00000270767,,,,,,
ENSG00000287173,,,,,,
ENSG00000185664,PMEL,ENSDARG00000091298,pmela,ortholog_one2many,0,0
ENSG00000185664,PMEL,ENSDARG00000033760,pmelb,ortholog_one2many,0,0
ENSG00000234580,,,,,,
ENSG00000178645,C10orf53,ENSDARG00000069363,C13H10orf53,ortholog_one2one,1,75
ENSG00000223359,,,,,,
ENSG00000230012,HTATSF1P1,,,,,
ENSG00000235233,MICA,,,,,
ENSG00000177602,HASPIN,ENSDARG00000092290,haspin,ortholog_one2one,0,0
ENSG00000204130,RUFY2,ENSDARG00000062019,rufy2,ortholog_one2one,1,50
ENSG00000263670,MIR4457,,,,,
ENSG00000049656,CLPTM1L,ENSDARG00000021048,clptm1l,ortholog_one2one,1,0
ENSG00000184557,SOCS3,ENSDARG00000025428,socs3a,ortholog_one2many,1,50
ENSG00000184557,SOCS3,ENSDARG00000026611,socs3b,ortholog_one2many,1,100
ENSG00000276240,OR4E1,,,,,
ENSG00000185100,ADSS1,ENSDARG00000099517,adss1,ortholog_one2one,1,25
ENSG00000243870,RN7SL236P,,,,,
ENSG00000087157,PGS1,ENSDARG00000075857,pgs1,ortholog_one2one,1,75
ENSG00000144644,GADL1,,,,,
ENSG00000188191,PRKAR1B,ENSDARG00000103800,prkar1b,ortholog_one2one,1,25
ENSG00000143314,MRPL24,ENSDARG00000019222,mrpl24,ortholog_one2one,1,0
ENSG00000237022,HLA-C,,,,,
ENSG00000223996,ETF1P1,,,,,
ENSG00000235925,LY6G6C,,,,,
ENSG00000237851,,,,,,
ENSG00000232618,HIVEP2-DT,,,,,
ENSG00000219669,BECN1P2,,,,,
ENSG00000221345,U3,,,,,
ENSG00000146049,KAAG1,,,,,
ENSG00000270800,RPS10-NUDT3,,,,,
ENSG00000237284,MAS1L,,,,,
ENSG00000241296,HLA-DMB,,,,,
ENSG00000150995,ITPR1,ENSDARG00000074149,itpr1b,ortholog_one2many,1,50
ENSG00000150995,ITPR1,ENSDARG00000014655,itpr1a,ortholog_one2many,1,25
ENSG00000254206,NPIPB11,,,,,
ENSG00000289754,,,,,,
ENSG00000288656,,,,,,
ENSG00000289756,,,,,,
ENSG00000124614,RPS10,ENSDARG00000034897,rps10,ortholog_one2one,1,50
ENSG00000143294,PRCC,ENSDARG00000063252,prcc,ortholog_one2one,0,0
ENSG00000102977,ACD,ENSDARG00000078055,acd,ortholog_one2one,0,25
ENSG00000228128,DDAH2,,,,,
ENSG00000214872,SMTNL1,,,,,
ENSG00000200063,,ENSDARG00000113231,,ortholog_many2many,0,
ENSG00000200063,,ENSDARG00000104662,,ortholog_many2many,0,
ENSG00000200063,,ENSDARG00000100745,,ortholog_many2many,0,
ENSG00000200063,,ENSDARG00000114453,,ortholog_many2many,0,
ENSG00000167346,MMP26,ENSDARG00000045887,mmp30,ortholog_many2many,0,0
ENSG00000167346,MMP26,ENSDARG00000100794,mmp13b,ortholog_many2many,0,0
ENSG00000167346,MMP26,ENSDARG00000012609,hpxa,ortholog_many2many,0,0
ENSG00000167346,MMP26,ENSDARG00000077290,mmp25a,ortholog_many2many,0,0
ENSG00000167346,MMP26,ENSDARG00000010556,mmp25b,ortholog_many2many,0,0
ENSG00000167346,MMP26,ENSDARG00000009825,mmp23bb,ortholog_many2many,0,0
ENSG00000204278,TMEM235,ENSDARG00000109643,TMEM235,ortholog_one2many,1,50
ENSG00000204278,TMEM235,ENSDARG00000089276,tmem235b,ortholog_one2many,1,75
ENSG00000138346,DNA2,,,,,
ENSG00000105672,ETV2,,,,,
ENSG00000139915,MDGA2,ENSDARG00000024017,mdga2a,ortholog_one2many,1,25
ENSG00000139915,MDGA2,ENSDARG00000112111,,ortholog_one2many,0,0
ENSG00000290811,NXF4,,,,,
ENSG00000271147,,,,,,
ENSG00000176922,OR51S1,,,,,
ENSG00000264765,,,,,,
ENSG00000255265,TMA16P1,,,,,
ENSG00000264359,NEK4P2,,,,,
ENSG00000231458,RNASEH1P2,,,,,
ENSG00000287624,,,,,,
ENSG00000156689,GLYATL2,ENSDARG00000075561,si:dkey-76k16.5,ortholog_many2many,0,0
ENSG00000156689,GLYATL2,ENSDARG00000102568,si:ch73-106k19.2,ortholog_many2many,0,0
ENSG00000156689,GLYATL2,ENSDARG00000077481,si:dkey-76k16.6,ortholog_many2many,0,0
ENSG00000265538,MIR4421,,,,,
ENSG00000275816,MIR6500,,,,,
ENSG00000200262,Y_RNA,,,,,
