Gene stable ID,Gene name,Human gene name,Human gene stable ID,Human homology type,"Human orthology confidence [0 low, 1 high]",Human Gene-order conservation score
ENSDARG00000015971,RAPGEF1,RAPGEF1,ENSG00000107263,ortholog_one2many,1,50
ENSDARG00000102339,si:dkey-5n7.2,,,,,
ENSDARG00000024465,MRPS18A,MRPS18A,ENSG00000096080,ortholog_one2one,1,25
ENSDARG00000098575,si:ch211-57g18.4,,,,,
ENSDARG00000098437,si:ch211-9d9.8,FCAMR,ENSG00000162897,ortholog_one2many,0,0
ENSDARG00000039052,KLHL40,KLHL40,ENSG00000157119,ortholog_one2many,1,0
ENSDARG00000075821,PLXNB1,PLXNB1,ENSG00000164050,ortholog_one2many,1,0
ENSDARG00000040556,IFT20,IFT20,ENSG00000109083,ortholog_one2one,1,25
ENSDARG00000068761,mespab,MESP1,ENSG00000166823,ortholog_many2many,0,0
ENSDARG00000068761,mespab,MESP2,ENSG00000188095,ortholog_many2many,0,25
ENSDARG00000097132,si:ch73-374j17.3,,,,,
ENSDARG00000053569,SOX3,SOX3,ENSG00000134595,ortholog_one2one,1,50
ENSDARG00000060115,LRRN1,LRRN1,ENSG00000175928,ortholog_one2one,1,0
ENSDARG00000101615,,,,,,
ENSDARG00000034677,scel,,,,,
ENSDARG00000099445,CC2D1B,CC2D1B,ENSG00000154222,ortholog_one2one,1,25
ENSDARG00000102844,si:ch211-143l19.2,,,,,
ENSDARG00000093022,selenoh,CENPA,ENSG00000115163,ortholog_one2one,0,0
ENSDARG00000043740,EFCAB11,EFCAB11,ENSG00000140025,ortholog_one2one,1,50
ENSDARG00000060106,crb2a,,,,,
ENSDARG00000060025,NSMF,NSMF,ENSG00000165802,ortholog_one2many,1,25
ENSDARG00000095830,SERPINB8,SERPINB8,ENSG00000166401,ortholog_one2many,1,0
ENSDARG00000055538,AVL9,AVL9,ENSG00000105778,ortholog_one2one,1,25
ENSDARG00000039051,HHATL,HHATL,ENSG00000010282,ortholog_one2many,1,0
ENSDARG00000093438,si:ch73-191k20.4,,,,,
ENSDARG00000103417,si:dkey-269o24.6,,,,,
ENSDARG00000037000,fkbp11,FKBP11,ENSG00000134285,ortholog_one2one,0,0
ENSDARG00000094837,si:dkey-228g21.5,,,,,
ENSDARG00000069114,UNC93B1,UNC93B1,ENSG00000110057,ortholog_one2one,1,0
ENSDARG00000090429,ccdc178,,,,,
ENSDARG00000070903,MET,MET,ENSG00000105976,ortholog_one2one,1,50
ENSDARG00000034757,ZDHHC2,ZDHHC2,ENSG00000104219,ortholog_one2one,1,100
ENSDARG00000022858,wnt7ba,,,,,
ENSDARG00000099137,si:cabz01070274.1,LTBP4,ENSG00000090006,ortholog_one2one,0,0
ENSDARG00000063292,ssuh2rs1,,,,,
ENSDARG00000097913,,,,,,
ENSDARG00000095363,si:dkey-111e8.2,,,,,
ENSDARG00000017425,crocc2,CEP250,ENSG00000126001,ortholog_many2many,0,0
ENSDARG00000073786,CMBL,CMBL,ENSG00000164237,ortholog_one2one,1,0
ENSDARG00000057143,nradd,TNFRSF10C,ENSG00000173535,ortholog_many2many,0,0
ENSDARG00000057143,nradd,TNFRSF14,ENSG00000157873,ortholog_many2many,0,0
ENSDARG00000057143,nradd,TNFRSF18,ENSG00000186891,ortholog_many2many,0,0
ENSDARG00000057143,nradd,TNFRSF10A,ENSG00000104689,ortholog_many2many,0,0
ENSDARG00000057143,nradd,TNFRSF10D,ENSG00000173530,ortholog_many2many,0,0
ENSDARG00000057143,nradd,CD27,ENSG00000139193,ortholog_many2many,0,0
ENSDARG00000057143,nradd,LTBR,ENSG00000111321,ortholog_many2many,0,0
ENSDARG00000057143,nradd,TNFRSF10B,ENSG00000120889,ortholog_many2many,0,0
ENSDARG00000103114,NDUFA4L2,NDUFA4L2,ENSG00000185633,ortholog_one2many,1,0
ENSDARG00000101688,si:dkey-207l24.2,,,,,
ENSDARG00000009401,vcanb,VCAN,ENSG00000038427,ortholog_one2many,0,100
ENSDARG00000038185,gh1,CSH2,ENSG00000213218,ortholog_one2many,0,0
ENSDARG00000038185,gh1,GH1,ENSG00000259384,ortholog_one2many,0,0
ENSDARG00000038185,gh1,CSHL1,ENSG00000204414,ortholog_one2many,0,0
ENSDARG00000038185,gh1,CSH1,ENSG00000136488,ortholog_one2many,0,0
ENSDARG00000038185,gh1,GH2,ENSG00000136487,ortholog_one2many,0,0
ENSDARG00000074703,CCDC97,CCDC97,ENSG00000142039,ortholog_one2one,1,0
ENSDARG00000041205,slc6a1l,,,,,
ENSDARG00000046091,si:ch211-283g2.1,,,,,
ENSDARG00000099895,si:dkeyp-79b7.6,,,,,
ENSDARG00000041140,DDB2,DDB2,ENSG00000134574,ortholog_one2one,1,0
ENSDARG00000075758,YWHAB,YWHAB,ENSG00000166913,ortholog_one2many,1,0
ENSDARG00000096073,col19a1,COL17A1,ENSG00000065618,ortholog_one2one,0,0
ENSDARG00000035607,ANKLE2,ANKLE2,ENSG00000176915,ortholog_one2one,1,25
ENSDARG00000105387,si:ch211-160o17.3,,,,,
ENSDARG00000104704,si:ch211-271g18.1,,,,,
ENSDARG00000013687,CILP2,CILP2,ENSG00000160161,ortholog_one2one,1,50
ENSDARG00000096796,si:dkey-41e15.4,,,,,
ENSDARG00000029112,GEM,GEM,ENSG00000164949,ortholog_one2one,1,75
ENSDARG00000092949,si:ch73-366i20.1,,,,,
ENSDARG00000015156,FBLN2,FBLN2,ENSG00000163520,ortholog_one2one,1,75
ENSDARG00000005315,CELF1,CELF1,ENSG00000149187,ortholog_one2one,1,25
ENSDARG00000044874,arhgap46a,,,,,
ENSDARG00000058158,TRIM55,TRIM55,ENSG00000147573,ortholog_one2many,1,75
ENSDARG00000045399,CCT5,CCT5,ENSG00000150753,ortholog_one2one,1,25
ENSDARG00000099345,si:rp71-1d10.8,TIGD1,ENSG00000221944,ortholog_many2many,0,0
ENSDARG00000093021,FAM163A,FAM163A,ENSG00000143340,ortholog_one2many,1,50
ENSDARG00000020427,NCEH1,NCEH1,ENSG00000144959,ortholog_one2many,1,0
ENSDARG00000104298,si:ch211-241a17.7,,,,,
ENSDARG00000098051,opn6b,,,,,
ENSDARG00000059028,srrd,SRRD,ENSG00000100104,ortholog_one2one,0,0
ENSDARG00000069116,TIMM10,TIMM10,ENSG00000134809,ortholog_one2one,1,0
ENSDARG00000061948,amotl2b,AMOTL2,ENSG00000114019,ortholog_one2many,0,0
ENSDARG00000061852,OLFML3,OLFML3,ENSG00000116774,ortholog_one2many,1,25
ENSDARG00000073773,tti2,TTI2,ENSG00000129696,ortholog_one2one,0,0
ENSDARG00000096648,si:ch211-198k9.9,,,,,
ENSDARG00000056479,rab1bb,,,,,
ENSDARG00000061940,HTR4,HTR4,ENSG00000164270,ortholog_one2one,1,0
ENSDARG00000100633,zgc:114200,,,,,
ENSDARG00000090464,taar14h,,,,,
ENSDARG00000069804,si:ch211-198k9.6,,,,,
ENSDARG00000076804,ttyh1,TTYH1,ENSG00000167614,ortholog_one2one,0,0
ENSDARG00000095268,cd34,CD34,ENSG00000174059,ortholog_one2many,0,0
ENSDARG00000105092,si:ch211-188p14.9,,,,,
ENSDARG00000098435,si:dkey-241f8.1,,,,,
ENSDARG00000097709,,,,,,
ENSDARG00000111623,taar20i,,,,,
ENSDARG00000069211,taar14i,,,,,
ENSDARG00000007892,PDCD2,PDCD2,ENSG00000071994,ortholog_one2one,1,25
ENSDARG00000102956,mmp17b,MMP25,ENSG00000008516,ortholog_one2one,0,0
ENSDARG00000116428,taar20h,,,,,
ENSDARG00000105440,,,,,,
ENSDARG00000039605,MAT1A,MAT1A,ENSG00000151224,ortholog_one2one,1,0
ENSDARG00000000779,SCFD1,SCFD1,ENSG00000092108,ortholog_one2one,1,100
ENSDARG00000075828,taar14j,,,,,
ENSDARG00000006040,CYP20A1,CYP20A1,ENSG00000119004,ortholog_one2one,1,25
ENSDARG00000076169,pold3,,,,,
ENSDARG00000068870,fance,FANCE,ENSG00000112039,ortholog_one2one,0,25
ENSDARG00000044899,TMEM183A,TMEM183A,ENSG00000163444,ortholog_one2one,1,0
ENSDARG00000096169,taar20b,,,,,
ENSDARG00000018181,DNAJC28,DNAJC28,ENSG00000177692,ortholog_one2one,1,25
ENSDARG00000098577,si:dkey-119o24.2,,,,,
ENSDARG00000003527,MAK16,MAK16,ENSG00000198042,ortholog_one2one,1,25
ENSDARG00000090372,taar14e,,,,,
ENSDARG00000062606,si:dkey-26i13.8,,,,,
ENSDARG00000075297,TRNT1,TRNT1,ENSG00000072756,ortholog_one2one,1,25
ENSDARG00000036158,NUDCD1,NUDCD1,ENSG00000120526,ortholog_one2one,1,75
ENSDARG00000077058,loc100334908,CELA1,ENSG00000139610,ortholog_one2many,0,0
ENSDARG00000096087,taar20a,,,,,
ENSDARG00000044972,BCAP31,BCAP31,ENSG00000185825,ortholog_one2one,1,25
ENSDARG00000095151,si:ch211-249g19.12p,,,,,
ENSDARG00000092963,si:dkeyp-27b10.1,,,,,
ENSDARG00000036684,ndufa7,NDUFA7,ENSG00000267855,ortholog_one2one,0,0
ENSDARG00000014994,TBP,TBP,ENSG00000112592,ortholog_one2one,1,25
ENSDARG00000071560,dlx4b,DLX4,ENSG00000108813,ortholog_many2many,1,75
ENSDARG00000029461,cd209,,,,,
ENSDARG00000012496,si:ch211-213o11.11,,,,,
ENSDARG00000098612,CHRM2,CHRM2,ENSG00000181072,ortholog_one2many,1,75
ENSDARG00000096168,taar20g,,,,,
ENSDARG00000096807,si:ch211-119b12.9,,,,,
ENSDARG00000076013,MAB21L3,MAB21L3,ENSG00000173212,ortholog_one2one,1,25
ENSDARG00000076652,zgc:193807,,,,,
ENSDARG00000091861,si:ch211-61n17.1,,,,,
ENSDARG00000037188,RPA2,RPA2,ENSG00000117748,ortholog_one2one,1,0
ENSDARG00000116643,taar20f,,,,,
ENSDARG00000100341,si:ch211-196h24.2,,,,,
ENSDARG00000095032,ftr33,,,,,
ENSDARG00000094811,si:dkey-111i23.1,,,,,
ENSDARG00000045398,MTRR,MTRR,ENSG00000124275,ortholog_one2one,1,25
ENSDARG00000090812,taar14g,,,,,
ENSDARG00000103907,sgo1,SGO1,ENSG00000129810,ortholog_one2one,0,0
ENSDARG00000045929,OAZ2,OAZ2,ENSG00000180304,ortholog_one2many,1,25
ENSDARG00000012397,EYA4,EYA4,ENSG00000112319,ortholog_one2one,1,0
ENSDARG00000092999,tnni4b.1,,,,,
ENSDARG00000017673,NOVA1,NOVA1,ENSG00000139910,ortholog_one2many,1,0
ENSDARG00000044692,ERI1,ERI1,ENSG00000104626,ortholog_one2one,1,0
ENSDARG00000019503,zgc:103759,NUDT16,ENSG00000198585,ortholog_one2many,0,0
ENSDARG00000019503,zgc:103759,NUDT16L1,ENSG00000168101,ortholog_one2many,0,0
ENSDARG00000102157,si:ch211-117i20.2,,,,,
ENSDARG00000057105,NLE1,NLE1,ENSG00000073536,ortholog_one2one,1,0
ENSDARG00000015918,DLAT,DLAT,ENSG00000150768,ortholog_one2one,1,0
ENSDARG00000055115,DTNBP1,DTNBP1,ENSG00000047579,ortholog_one2one,1,50
ENSDARG00000006109,pimr185,,,,,
ENSDARG00000070991,MLPH,MLPH,ENSG00000115648,ortholog_one2many,1,50
ENSDARG00000101818,si:ch211-271c18.2,,,,,
ENSDARG00000075193,si:ch211-198k9.7,,,,,
ENSDARG00000104955,si:ch211-162m14.4p,,,,,
ENSDARG00000095108,si:ch211-239f4.4,,,,,
ENSDARG00000059826,CRTAC1,CRTAC1,ENSG00000095713,ortholog_one2many,1,75
ENSDARG00000008439,atxn10,ATXN10,ENSG00000130638,ortholog_one2one,0,25
ENSDARG00000097016,,,,,,
ENSDARG00000069780,PUS7L,PUS7L,ENSG00000129317,ortholog_one2one,1,75
ENSDARG00000057263,zgc:173729,SERPINB8,ENSG00000166401,ortholog_one2many,0,0
ENSDARG00000069271,KBTBD4,KBTBD4,ENSG00000123444,ortholog_one2one,1,0
ENSDARG00000101890,pigr,FCAMR,ENSG00000162897,ortholog_one2many,0,0
ENSDARG00000092951,si:dkey-10b15.4p,,,,,
ENSDARG00000074599,FRMD4B,FRMD4B,ENSG00000114541,ortholog_one2many,1,50
ENSDARG00000013907,kbtbd13b,,,,,
ENSDARG00000014828,L3MBTL1,L3MBTL1,ENSG00000185513,ortholog_one2one,1,25
ENSDARG00000076566,kank3,,,,,
ENSDARG00000009693,llgl1,LLGL1,ENSG00000131899,ortholog_one2one,0,50
ENSDARG00000078546,cars2,CARS2,ENSG00000134905,ortholog_one2one,0,25
ENSDARG00000086159,si:ch73-206d17.1,,,,,
ENSDARG00000016477,EIF4A2,EIF4A2,ENSG00000156976,ortholog_one2one,1,0
ENSDARG00000005942,vmn2r1,,,,,
ENSDARG00000043466,KCNK3,KCNK3,ENSG00000171303,ortholog_one2many,1,0
ENSDARG00000097947,mespbb,MESP1,ENSG00000166823,ortholog_many2many,0,0
ENSDARG00000097947,mespbb,MESP2,ENSG00000188095,ortholog_many2many,0,25
ENSDARG00000058557,il11b,IL11,ENSG00000095752,ortholog_one2many,0,0
ENSDARG00000035990,cited4a,CITED4,ENSG00000179862,ortholog_one2many,0,25
ENSDARG00000056453,afap1l1b,,,,,
ENSDARG00000073837,senp2,,,,,
ENSDARG00000012833,foxn3,,,,,
ENSDARG00000090386,polr1g,POLR1G,ENSG00000117877,ortholog_one2one,0,0
ENSDARG00000093709,si:dkeyp-7a3.1,,,,,
ENSDARG00000030687,PHKA2,PHKA2,ENSG00000044446,ortholog_one2one,1,0
ENSDARG00000078108,dok1a,DOK1,ENSG00000115325,ortholog_one2many,0,0
ENSDARG00000076730,SYT6,SYT6,ENSG00000134207,ortholog_one2many,1,0
ENSDARG00000100056,scaf8,,,,,
ENSDARG00000001234,map4k2,,,,,
ENSDARG00000099118,TRAPPC9,TRAPPC9,ENSG00000167632,ortholog_one2many,1,25
ENSDARG00000041323,CSDC2,CSDC2,ENSG00000172346,ortholog_one2many,1,25
ENSDARG00000099752,si:dkey-19b23.7,,,,,
ENSDARG00000096320,si:ch211-267d1.1,,,,,
ENSDARG00000017321,KDR,KDR,ENSG00000128052,ortholog_one2one,1,100
ENSDARG00000034420,IRX6,IRX6,ENSG00000159387,ortholog_one2one,1,100
ENSDARG00000069484,DAB2IP,DAB2IP,ENSG00000136848,ortholog_one2one,1,0
ENSDARG00000057414,PHB1,PHB1,ENSG00000167085,ortholog_one2one,1,50
ENSDARG00000013443,ATP6V1B2,ATP6V1B2,ENSG00000147416,ortholog_one2many,1,0
ENSDARG00000002494,ITGB6,ITGB6,ENSG00000115221,ortholog_one2one,1,100
ENSDARG00000102024,CHMP6,CHMP6,ENSG00000176108,ortholog_one2many,1,50
ENSDARG00000100451,olfcs2,,,,,
ENSDARG00000061757,rabgap1l,RABGAP1L,ENSG00000152061,ortholog_one2one,0,25
ENSDARG00000003632,cav4a,,,,,
ENSDARG00000077009,wdfy4,WDFY4,ENSG00000128815,ortholog_one2one,0,100
ENSDARG00000043722,CPA2,CPA2,ENSG00000158516,ortholog_one2many,1,0
ENSDARG00000096888,serpinb1l4,SERPINB8,ENSG00000166401,ortholog_one2many,0,0
ENSDARG00000075859,MCF2L,MCF2L,ENSG00000126217,ortholog_one2many,1,0
ENSDARG00000058574,abcg2c,,,,,
ENSDARG00000025607,ifnphi1,,,,,
ENSDARG00000079543,DPYS,DPYS,ENSG00000147647,ortholog_one2one,1,75
ENSDARG00000105525,,,,,,
ENSDARG00000059406,RAF1,RAF1,ENSG00000132155,ortholog_one2many,1,50
ENSDARG00000007385,CCT7,CCT7,ENSG00000135624,ortholog_one2one,1,0
ENSDARG00000089205,si:dkey-73n8.3,,,,,
ENSDARG00000094849,si:dkey-111e8.3,,,,,
ENSDARG00000027851,CCDC191,CCDC191,ENSG00000163617,ortholog_one2one,1,100
ENSDARG00000101658,si:ch211-128n12.3,,,,,
ENSDARG00000027529,HMOX1,HMOX1,ENSG00000100292,ortholog_one2one,1,0
ENSDARG00000101166,si:ch211-128n12.4,,,,,
ENSDARG00000094206,si:ch73-191k20.3,,,,,
ENSDARG00000033259,DIS3L2,DIS3L2,ENSG00000144535,ortholog_one2one,1,0
ENSDARG00000096779,si:ch211-281o13.1,,,,,
ENSDARG00000025977,BLMH,BLMH,ENSG00000108578,ortholog_one2one,1,50
ENSDARG00000103953,MED12,MED12,ENSG00000184634,ortholog_one2one,1,0
ENSDARG00000094265,si:dkey-183n20.15,,,,,
ENSDARG00000086933,TNNI3K,TNNI3K,ENSG00000116783,ortholog_one2one,1,75
ENSDARG00000070831,RFTN1,RFTN1,ENSG00000131378,ortholog_one2many,1,50
ENSDARG00000079869,si:ch211-218o21.4,,,,,
ENSDARG00000077167,nmbb,NMB,ENSG00000197696,ortholog_one2many,0,0
ENSDARG00000003984,LTN1,LTN1,ENSG00000198862,ortholog_one2one,1,0
ENSDARG00000063157,MAPK8IP2,MAPK8IP2,ENSG00000008735,ortholog_one2one,1,100
ENSDARG00000062517,fam110d,FAM110D,ENSG00000197245,ortholog_one2one,0,25
ENSDARG00000055439,adamtsl7,,,,,
ENSDARG00000097535,si:ch211-252f13.5,,,,,
ENSDARG00000027899,SEM1,SEM1,ENSG00000127922,ortholog_one2one,1,100
ENSDARG00000097080,si:ch73-181m17.1,GP2,ENSG00000169347,ortholog_one2many,0,0
ENSDARG00000098928,si:ch211-196h24.1,,,,,
ENSDARG00000059948,si:dkey-121b10.7,HS3ST3A1,ENSG00000153976,ortholog_many2many,0,0
ENSDARG00000059948,si:dkey-121b10.7,NDST3,ENSG00000164100,ortholog_many2many,0,0
ENSDARG00000059948,si:dkey-121b10.7,HS3ST3B1,ENSG00000125430,ortholog_many2many,1,0
ENSDARG00000098924,SUZ12,SUZ12,ENSG00000178691,ortholog_one2many,1,50
ENSDARG00000061770,ABCD4,ABCD4,ENSG00000119688,ortholog_one2one,1,0
ENSDARG00000105263,ccl36.1,,,,,
ENSDARG00000018907,KAT6A,KAT6A,ENSG00000083168,ortholog_one2one,1,0
ENSDARG00000044436,RPS6KA4,RPS6KA4,ENSG00000162302,ortholog_one2one,1,0
ENSDARG00000096645,si:ch211-131k2.2,,,,,
ENSDARG00000053370,EIF3J,EIF3J,ENSG00000104131,ortholog_one2many,1,50
ENSDARG00000030347,mespba,MESP1,ENSG00000166823,ortholog_many2many,0,0
ENSDARG00000030347,mespba,MESP2,ENSG00000188095,ortholog_many2many,0,25
ENSDARG00000071601,pvalb9,,,,,
ENSDARG00000031770,KAT7,KAT7,ENSG00000136504,ortholog_one2one,1,50
ENSDARG00000097236,svip,,,,,
ENSDARG00000087804,tnfrsf11a,TNFRSF10C,ENSG00000173535,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF14,ENSG00000157873,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF18,ENSG00000186891,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF10A,ENSG00000104689,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF4,ENSG00000186827,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF10D,ENSG00000173530,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,CD27,ENSG00000139193,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF11A,ENSG00000141655,ortholog_many2many,0,25
ENSDARG00000087804,tnfrsf11a,LTBR,ENSG00000111321,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF1B,ENSG00000028137,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF10B,ENSG00000120889,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF25,ENSG00000215788,ortholog_many2many,0,0
ENSDARG00000087804,tnfrsf11a,TNFRSF8,ENSG00000120949,ortholog_many2many,0,0
ENSDARG00000078790,LRRC18,LRRC18,ENSG00000165383,ortholog_one2many,1,100
ENSDARG00000100222,utrn,,,,,
ENSDARG00000036438,NDUFV1,NDUFV1,ENSG00000167792,ortholog_one2one,1,0
ENSDARG00000045628,RAB34,RAB34,ENSG00000109113,ortholog_one2one,1,0
ENSDARG00000003750,PFAS,PFAS,ENSG00000178921,ortholog_one2one,1,0
ENSDARG00000033610,MORN5,MORN5,ENSG00000185681,ortholog_one2one,1,75
ENSDARG00000094083,si:dkey-223d7.6,,,,,
ENSDARG00000087369,cep162,CEP162,ENSG00000135315,ortholog_one2one,0,25
ENSDARG00000061798,arhgap27l,ARHGAP27,ENSG00000159314,ortholog_one2many,0,0
ENSDARG00000090642,CCDC92B,CCDC92B,ENSG00000277200,ortholog_one2many,1,0
ENSDARG00000005112,CDH17,CDH17,ENSG00000079112,ortholog_one2one,1,75
ENSDARG00000103141,si:dkey-30n5.11,,,,,
ENSDARG00000088859,taar14f,,,,,
ENSDARG00000095106,si:dkey-28k24.2,,,,,
ENSDARG00000017078,mespaa,MESP1,ENSG00000166823,ortholog_many2many,0,0
ENSDARG00000017078,mespaa,MESP2,ENSG00000188095,ortholog_many2many,0,25
ENSDARG00000024967,FANCG,FANCG,ENSG00000221829,ortholog_one2one,1,50
ENSDARG00000075116,sall2,,,,,
ENSDARG00000019392,stat5a,STAT5B,ENSG00000173757,ortholog_many2many,1,100
ENSDARG00000019392,stat5a,STAT5A,ENSG00000126561,ortholog_many2many,1,0
ENSDARG00000091705,taar14d,,,,,
ENSDARG00000044420,DNAJC19,DNAJC19,ENSG00000205981,ortholog_one2one,1,100
ENSDARG00000093460,GPR52,GPR52,ENSG00000203737,ortholog_one2one,1,0
ENSDARG00000035563,ZNF703,ZNF703,ENSG00000183779,ortholog_one2one,1,0
ENSDARG00000027584,TTPA,TTPA,ENSG00000137561,ortholog_one2one,1,0
ENSDARG00000087403,si:ch211-214p13.3,NCR3,ENSG00000204475,ortholog_many2many,0,0
ENSDARG00000087403,si:ch211-214p13.3,SMAGP,ENSG00000170545,ortholog_many2many,0,0
ENSDARG00000087403,si:ch211-214p13.3,PVR,ENSG00000073008,ortholog_many2many,0,0
ENSDARG00000087403,si:ch211-214p13.3,TIGIT,ENSG00000181847,ortholog_many2many,0,0
ENSDARG00000008235,cog5,COG5,ENSG00000164597,ortholog_one2one,0,50
ENSDARG00000099923,zgc:154054,,,,,
ENSDARG00000112648,si:dkeyp-82b4.2,,,,,
ENSDARG00000071333,si:ch211-212d10.2,,,,,
ENSDARG00000038805,PIGP,PIGP,ENSG00000185808,ortholog_one2one,1,75
ENSDARG00000091733,taar14b,,,,,
ENSDARG00000104911,si:ch1073-159l14.1,,,,,
ENSDARG00000095965,si:ch211-268b13.5,,,,,
ENSDARG00000097469,si:ch211-170n20.5,,,,,
ENSDARG00000094729,apela,,,,,
ENSDARG00000095810,si:ch211-268b13.6,,,,,
ENSDARG00000071878,trmt112,TRMT112,ENSG00000173113,ortholog_one2one,0,25
ENSDARG00000055078,CHAC2,CHAC2,ENSG00000143942,ortholog_one2one,1,50
ENSDARG00000054588,COX6A1,COX6A1,ENSG00000111775,ortholog_one2one,1,0
ENSDARG00000027657,CRH,CRH,ENSG00000147571,ortholog_one2one,1,50
ENSDARG00000098318,si:ch211-128n12.1,,,,,
ENSDARG00000103572,si:dkey-201i24.3,,,,,
ENSDARG00000031506,FLVCR2,FLVCR2,ENSG00000119686,ortholog_one2many,1,0
ENSDARG00000007737,zyg11,ZYG11B,ENSG00000162378,ortholog_many2many,1,25
ENSDARG00000007737,zyg11,ZYG11A,ENSG00000203995,ortholog_many2many,1,25
ENSDARG00000076797,avpr2b.1,,,,,
ENSDARG00000077337,si:ch211-171h4.5,CD22,ENSG00000012124,ortholog_one2many,0,0
ENSDARG00000031985,PTPA,PTPA,ENSG00000119383,ortholog_one2one,1,75
ENSDARG00000103754,ASPM,ASPM,ENSG00000066279,ortholog_one2one,1,50
ENSDARG00000105722,or62c6,,,,,
ENSDARG00000057218,TBC1D15,TBC1D15,ENSG00000121749,ortholog_one2one,1,25
ENSDARG00000025076,MARVELD2,MARVELD2,ENSG00000152939,ortholog_one2many,1,25
ENSDARG00000077044,ARL6IP5,ARL6IP5,ENSG00000144746,ortholog_one2many,1,50
ENSDARG00000036671,tnni4b.2,,,,,
ENSDARG00000061413,SEC23IP,SEC23IP,ENSG00000107651,ortholog_one2one,1,50
ENSDARG00000045275,KLHL14,KLHL14,ENSG00000197705,ortholog_one2one,1,50
ENSDARG00000099915,P2RY2,P2RY2,ENSG00000175591,ortholog_one2many,1,0
ENSDARG00000088408,si:ch211-171h4.7,,,,,
ENSDARG00000058212,ndnl2,MAGEB3,ENSG00000198798,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEE1,ENSG00000198934,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,NDN,ENSG00000182636,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB16,ENSG00000189023,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGED4,ENSG00000154545,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGED4B,ENSG00000187243,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA11,ENSG00000185247,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA9,ENSG00000123584,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA9B,ENSG00000267978,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGED1,ENSG00000179222,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGED2,ENSG00000102316,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB18,ENSG00000176774,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEF1,ENSG00000177383,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB4,ENSG00000120289,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB6,ENSG00000176746,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB6B,ENSG00000232030,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA1,ENSG00000198681,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB5,ENSG00000188408,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA4,ENSG00000147381,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEL2,ENSG00000254585,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEE2,ENSG00000186675,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEC2,ENSG00000046774,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEC1,ENSG00000155495,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA10,ENSG00000124260,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA2,ENSG00000268606,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA2B,ENSG00000183305,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA12,ENSG00000213401,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA6,ENSG00000197172,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA3,ENSG00000221867,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEH1,ENSG00000187601,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB17,ENSG00000182798,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEC3,ENSG00000165509,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB2,ENSG00000099399,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEA8,ENSG00000156009,ortholog_one2many,0,0
ENSDARG00000058212,ndnl2,MAGEB1,ENSG00000214107,ortholog_one2many,0,0
